"GOTermMatch","Term","Ontology","GOId","TermFromMSigDB"
"responsetoamphetamine","response to amphetamine","BP","GO:0001975","GO_RESPONSE_TO_AMPHETAMINE"
"responsetoangiotensin","response to angiotensin","BP","GO:1990776","GO_RESPONSE_TO_ANGIOTENSIN"
"responsetoantibiotic","response to antibiotic","BP","GO:0046677","GO_RESPONSE_TO_ANTIBIOTIC"
"responsetoarseniccontainingsubstance","response to arsenic-containing substance","BP","GO:0046685","GO_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE"
"responsetoatp","response to ATP","BP","GO:0033198","GO_RESPONSE_TO_ATP"
"responsetoauditorystimulus","response to auditory stimulus","BP","GO:0010996","GO_RESPONSE_TO_AUDITORY_STIMULUS"
"responsetoaxoninjury","response to axon injury","BP","GO:0048678","GO_RESPONSE_TO_AXON_INJURY"
"responsetobacterium","response to bacterium","BP","GO:0009617","GO_RESPONSE_TO_BACTERIUM"
"responsetobioticstimulus","response to biotic stimulus","BP","GO:0009607","GO_RESPONSE_TO_BIOTIC_STIMULUS"
"responsetobmp","response to BMP","BP","GO:0071772","GO_RESPONSE_TO_BMP"
"responsetocadmiumion","response to cadmium ion","BP","GO:0046686","GO_RESPONSE_TO_CADMIUM_ION"
"responsetocaffeine","response to caffeine","BP","GO:0031000","GO_RESPONSE_TO_CAFFEINE"
"responsetocalciumion","response to calcium ion","BP","GO:0051592","GO_RESPONSE_TO_CALCIUM_ION"
"responsetocamp","response to cAMP","BP","GO:0051591","GO_RESPONSE_TO_CAMP"
"responsetocarbohydrate","response to carbohydrate","BP","GO:0009743","GO_RESPONSE_TO_CARBOHYDRATE"
"responsetocobaltion","response to cobalt ion","BP","GO:0032025","GO_RESPONSE_TO_COBALT_ION"
"responsetococaine","response to cocaine","BP","GO:0042220","GO_RESPONSE_TO_COCAINE"
"responsetocold","response to cold","BP","GO:0009409","GO_RESPONSE_TO_COLD"
"responsetocopperion","response to copper ion","BP","GO:0046688","GO_RESPONSE_TO_COPPER_ION"
"responsetocorticosteroid","response to corticosteroid","BP","GO:0031960","GO_RESPONSE_TO_CORTICOSTEROID"
"responsetocorticosterone","response to corticosterone","BP","GO:0051412","GO_RESPONSE_TO_CORTICOSTERONE"
"responsetocytokine","response to cytokine","BP","GO:0034097","GO_RESPONSE_TO_CYTOKINE"
"responsetodexamethasone","response to dexamethasone","BP","GO:0071548","GO_RESPONSE_TO_DEXAMETHASONE"
"responsetodietaryexcess","response to dietary excess","BP","GO:0002021","GO_RESPONSE_TO_DIETARY_EXCESS"
"responsetodrug","response to drug","BP","GO:0042493","GO_RESPONSE_TO_DRUG"
"responsetodsrna","response to dsRNA","BP","GO:0043331","GO_RESPONSE_TO_DSRNA"
"responsetoelectricalstimulus","response to electrical stimulus","BP","GO:0051602","GO_RESPONSE_TO_ELECTRICAL_STIMULUS"
"responsetoendogenousstimulus","response to endogenous stimulus","BP","GO:0009719","GO_RESPONSE_TO_ENDOGENOUS_STIMULUS"
"responsetoendoplasmicreticulumstress","response to endoplasmic reticulum stress","BP","GO:0034976","GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS"
"responsetoepidermalgrowthfactor","response to epidermal growth factor","BP","GO:0070849","GO_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR"
"responsetoepinephrine","response to epinephrine","BP","GO:0071871","GO_RESPONSE_TO_EPINEPHRINE"
"responsetoestradiol","response to estradiol","BP","GO:0032355","GO_RESPONSE_TO_ESTRADIOL"
"responsetoestrogen","response to estrogen","BP","GO:0043627","GO_RESPONSE_TO_ESTROGEN"
"responsetoethanol","response to ethanol","BP","GO:0045471","GO_RESPONSE_TO_ETHANOL"
"responsetoether","response to ether","BP","GO:0045472","GO_RESPONSE_TO_ETHER"
"responsetoexogenousdsrna","response to exogenous dsRNA","BP","GO:0043330","GO_RESPONSE_TO_EXOGENOUS_DSRNA"
"responsetoexternalstimulus","response to external stimulus","BP","GO:0009605","GO_RESPONSE_TO_EXTERNAL_STIMULUS"
"responsetoextracellularstimulus","response to extracellular stimulus","BP","GO:0009991","GO_RESPONSE_TO_EXTRACELLULAR_STIMULUS"
"responsetofattyacid","response to fatty acid","BP","GO:0070542","GO_RESPONSE_TO_FATTY_ACID"
"responsetofibroblastgrowthfactor","response to fibroblast growth factor","BP","GO:0071774","GO_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR"
"responsetofluidshearstress","response to fluid shear stress","BP","GO:0034405","GO_RESPONSE_TO_FLUID_SHEAR_STRESS"
"responsetofolicacid","response to folic acid","BP","GO:0051593","GO_RESPONSE_TO_FOLIC_ACID"
"responsetofolliclestimulatinghormone","response to follicle-stimulating hormone","BP","GO:0032354","GO_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE"
"responsetofood","response to food","BP","GO:0032094","GO_RESPONSE_TO_FOOD"
"responsetofungicide","response to fungicide","BP","GO:0060992","GO_RESPONSE_TO_FUNGICIDE"
"responsetofungus","response to fungus","BP","GO:0009620","GO_RESPONSE_TO_FUNGUS"
"responsetogammaradiation","response to gamma radiation","BP","GO:0010332","GO_RESPONSE_TO_GAMMA_RADIATION"
"responsetoglucagon","response to glucagon","BP","GO:0033762","GO_RESPONSE_TO_GLUCAGON"
"responsetogonadotropin","response to gonadotropin","BP","GO:0034698","GO_RESPONSE_TO_GONADOTROPIN"
"responsetogravity","response to gravity","BP","GO:0009629","GO_RESPONSE_TO_GRAVITY"
"responsetogrowthfactor","response to growth factor","BP","GO:0070848","GO_RESPONSE_TO_GROWTH_FACTOR"
"responsetogrowthhormone","response to growth hormone","BP","GO:0060416","GO_RESPONSE_TO_GROWTH_HORMONE"
"responsetoheat","response to heat","BP","GO:0009408","GO_RESPONSE_TO_HEAT"
"responsetohepatocytegrowthfactor","response to hepatocyte growth factor","BP","GO:0035728","GO_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR"
"responsetohistamine","response to histamine","BP","GO:0034776","GO_RESPONSE_TO_HISTAMINE"
"responsetohormone","response to hormone","BP","GO:0009725","GO_RESPONSE_TO_HORMONE"
"responsetohydrogenperoxide","response to hydrogen peroxide","BP","GO:0042542","GO_RESPONSE_TO_HYDROGEN_PEROXIDE"
"responsetohydroperoxide","response to hydroperoxide","BP","GO:0033194","GO_RESPONSE_TO_HYDROPEROXIDE"
"responsetohyperoxia","response to hyperoxia","BP","GO:0055093","GO_RESPONSE_TO_HYPEROXIA"
"responsetoimmobilizationstress","response to immobilization stress","BP","GO:0035902","GO_RESPONSE_TO_IMMOBILIZATION_STRESS"
"responsetoinactivity","response to inactivity","BP","GO:0014854","GO_RESPONSE_TO_INACTIVITY"
"responsetoincreasedoxygenlevels","response to increased oxygen levels","BP","GO:0036296","GO_RESPONSE_TO_INCREASED_OXYGEN_LEVELS"
"responsetoinorganicsubstance","response to inorganic substance","BP","GO:0010035","GO_RESPONSE_TO_INORGANIC_SUBSTANCE"
"responsetoinsecticide","response to insecticide","BP","GO:0017085","GO_RESPONSE_TO_INSECTICIDE"
"responsetoinsulin","response to insulin","BP","GO:0032868","GO_RESPONSE_TO_INSULIN"
"responsetointerferonalpha","response to interferon-alpha","BP","GO:0035455","GO_RESPONSE_TO_INTERFERON_ALPHA"
"responsetointerferonbeta","response to interferon-beta","BP","GO:0035456","GO_RESPONSE_TO_INTERFERON_BETA"
"responsetointerferongamma","response to interferon-gamma","BP","GO:0034341","GO_RESPONSE_TO_INTERFERON_GAMMA"
"responsetointerleukin1","response to interleukin-1","BP","GO:0070555","GO_RESPONSE_TO_INTERLEUKIN_1"
"responsetointerleukin4","response to interleukin-4","BP","GO:0070670","GO_RESPONSE_TO_INTERLEUKIN_4"
"responsetointerleukin6","response to interleukin-6","BP","GO:0070741","GO_RESPONSE_TO_INTERLEUKIN_6"
"responsetoionizingradiation","response to ionizing radiation","BP","GO:0010212","GO_RESPONSE_TO_IONIZING_RADIATION"
"responsetoironion","response to iron ion","BP","GO:0010039","GO_RESPONSE_TO_IRON_ION"
"responsetoischemia","response to ischemia","BP","GO:0002931","GO_RESPONSE_TO_ISCHEMIA"
"responsetoisoquinolinealkaloid","response to isoquinoline alkaloid","BP","GO:0014072","GO_RESPONSE_TO_ISOQUINOLINE_ALKALOID"
"responsetoketone","response to ketone","BP","GO:1901654","GO_RESPONSE_TO_KETONE"
"responsetolaminarfluidshearstress","response to laminar fluid shear stress","BP","GO:0034616","GO_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS"
"responsetoleadion","response to lead ion","BP","GO:0010288","GO_RESPONSE_TO_LEAD_ION"
"responsetoleptin","response to leptin","BP","GO:0044321","GO_RESPONSE_TO_LEPTIN"
"responsetolightstimulus","response to light stimulus","BP","GO:0009416","GO_RESPONSE_TO_LIGHT_STIMULUS"
"responsetolipid","response to lipid","BP","GO:0033993","GO_RESPONSE_TO_LIPID"
"responsetolipoproteinparticle","response to lipoprotein particle","BP","GO:0055094","GO_RESPONSE_TO_LIPOPROTEIN_PARTICLE"
"responsetolithiumion","response to lithium ion","BP","GO:0010226","GO_RESPONSE_TO_LITHIUM_ION"
"responsetolowdensitylipoproteinparticle","response to low-density lipoprotein particle","BP","GO:0055098","GO_RESPONSE_TO_LOW_DENSITY_LIPOPROTEIN_PARTICLE"
"responsetomagnesiumion","response to magnesium ion","BP","GO:0032026","GO_RESPONSE_TO_MAGNESIUM_ION"
"responsetomanganeseion","response to manganese ion","BP","GO:0010042","GO_RESPONSE_TO_MANGANESE_ION"
"responsetomechanicalstimulus","response to mechanical stimulus","BP","GO:0009612","GO_RESPONSE_TO_MECHANICAL_STIMULUS"
"responsetomercuryion","response to mercury ion","BP","GO:0046689","GO_RESPONSE_TO_MERCURY_ION"
"responsetometalion","response to metal ion","BP","GO:0010038","GO_RESPONSE_TO_METAL_ION"
"responsetomethylmercury","response to methylmercury","BP","GO:0051597","GO_RESPONSE_TO_METHYLMERCURY"
"responsetomineralocorticoid","response to mineralocorticoid","BP","GO:0051385","GO_RESPONSE_TO_MINERALOCORTICOID"
"responsetomisfoldedprotein","response to misfolded protein","BP","GO:0051788","GO_RESPONSE_TO_MISFOLDED_PROTEIN"
"responsetomitochondrialdepolarisation","response to mitochondrial depolarisation","BP","GO:0098780","GO_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION"
"responsetomoleculeofbacterialorigin","response to molecule of bacterial origin","BP","GO:0002237","GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN"
"responsetomonoamine","response to monoamine","BP","GO:0071867","GO_RESPONSE_TO_MONOAMINE"
"responsetomorphine","response to morphine","BP","GO:0043278","GO_RESPONSE_TO_MORPHINE"
"responsetomuramyldipeptide","response to muramyl dipeptide","BP","GO:0032495","GO_RESPONSE_TO_MURAMYL_DIPEPTIDE"
"responsetomuscleactivity","response to muscle activity","BP","GO:0014850","GO_RESPONSE_TO_MUSCLE_ACTIVITY"
"responsetomusclestretch","response to muscle stretch","BP","GO:0035994","GO_RESPONSE_TO_MUSCLE_STRETCH"
"responsetonervegrowthfactor","response to nerve growth factor","BP","GO:1990089","GO_RESPONSE_TO_NERVE_GROWTH_FACTOR"
"responsetonicotine","response to nicotine","BP","GO:0035094","GO_RESPONSE_TO_NICOTINE"
"responsetonitricoxide","response to nitric oxide","BP","GO:0071731","GO_RESPONSE_TO_NITRIC_OXIDE"
"responsetonitrogencompound","response to nitrogen compound","BP","GO:1901698","GO_RESPONSE_TO_NITROGEN_COMPOUND"
"responsetonutrient","response to nutrient","BP","GO:0007584","GO_RESPONSE_TO_NUTRIENT"
"responsetoorganiccycliccompound","response to organic cyclic compound","BP","GO:0014070","GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND"
"responsetoorganophosphorus","response to organophosphorus","BP","GO:0046683","GO_RESPONSE_TO_ORGANOPHOSPHORUS"
"responsetoosmoticstress","response to osmotic stress","BP","GO:0006970","GO_RESPONSE_TO_OSMOTIC_STRESS"
"responsetooxidativestress","response to oxidative stress","BP","GO:0006979","GO_RESPONSE_TO_OXIDATIVE_STRESS"
"responsetooxygencontainingcompound","response to oxygen-containing compound","BP","GO:1901700","GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND"
"responsetooxygenlevels","response to oxygen levels","BP","GO:0070482","GO_RESPONSE_TO_OXYGEN_LEVELS"
"responsetooxygenradical","response to oxygen radical","BP","GO:0000305","GO_RESPONSE_TO_OXYGEN_RADICAL"
"responsetopain","response to pain","BP","GO:0048265","GO_RESPONSE_TO_PAIN"
"responsetoparathyroidhormone","response to parathyroid hormone","BP","GO:0071107","GO_RESPONSE_TO_PARATHYROID_HORMONE"
"responsetopeptide","response to peptide","BP","GO:1901652","GO_RESPONSE_TO_PEPTIDE"
"responsetoph","response to pH","BP","GO:0009268","GO_RESPONSE_TO_PH"
"responsetophenylpropanoid","response to phenylpropanoid","BP","GO:0080184","GO_RESPONSE_TO_PHENYLPROPANOID"
"responsetoplateletderivedgrowthfactor","response to platelet-derived growth factor","BP","GO:0036119","GO_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR"
"responsetopotassiumion","response to potassium ion","BP","GO:0035864","GO_RESPONSE_TO_POTASSIUM_ION"
"responsetoprogesterone","response to progesterone","BP","GO:0032570","GO_RESPONSE_TO_PROGESTERONE"
"responsetoprostaglandin","response to prostaglandin","BP","GO:0034694","GO_RESPONSE_TO_PROSTAGLANDIN"
"responsetoprostaglandine","response to prostaglandin E","BP","GO:0034695","GO_RESPONSE_TO_PROSTAGLANDIN_E"
"responsetoprotozoan","response to protozoan","BP","GO:0001562","GO_RESPONSE_TO_PROTOZOAN"
"responsetopurinecontainingcompound","response to purine-containing compound","BP","GO:0014074","GO_RESPONSE_TO_PURINE_CONTAINING_COMPOUND"
"responsetoradiation","response to radiation","BP","GO:0009314","GO_RESPONSE_TO_RADIATION"
"responsetoreactiveoxygenspecies","response to reactive oxygen species","BP","GO:0000302","GO_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES"
"responsetoredoxstate","response to redox state","BP","GO:0051775","GO_RESPONSE_TO_REDOX_STATE"
"responsetoretinoicacid","response to retinoic acid","BP","GO:0032526","GO_RESPONSE_TO_RETINOIC_ACID"
"responsetosalt","response to salt","BP","GO:1902074","GO_RESPONSE_TO_SALT"
"responsetosaltstress","response to salt stress","BP","GO:0009651","GO_RESPONSE_TO_SALT_STRESS"
"responsetostarvation","response to starvation","BP","GO:0042594","GO_RESPONSE_TO_STARVATION"
"responsetosteroidhormone","response to steroid hormone","BP","GO:0048545","GO_RESPONSE_TO_STEROID_HORMONE"
"responsetosterol","response to sterol","BP","GO:0036314","GO_RESPONSE_TO_STEROL"
"responsetostimulusinvolvedinregulationofmuscleadaptation","response to stimulus involved in regulation of muscle adaptation","BP","GO:0014874","GO_RESPONSE_TO_STIMULUS_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION"
"responsetotemperaturestimulus","response to temperature stimulus","BP","GO:0009266","GO_RESPONSE_TO_TEMPERATURE_STIMULUS"
"responsetotestosterone","response to testosterone","BP","GO:0033574","GO_RESPONSE_TO_TESTOSTERONE"
"responsetothyroidhormone","response to thyroid hormone","BP","GO:0097066","GO_RESPONSE_TO_THYROID_HORMONE"
"responsetotopologicallyincorrectprotein","response to topologically incorrect protein","BP","GO:0035966","GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN"
"responsetotoxicsubstance","response to toxic substance","BP","GO:0009636","GO_RESPONSE_TO_TOXIC_SUBSTANCE"
"responsetotransforminggrowthfactorbeta","response to transforming growth factor beta","BP","GO:0071559","GO_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA"
"responsetotransitionmetalnanoparticle","response to transition metal nanoparticle","BP","GO:1990267","GO_RESPONSE_TO_TRANSITION_METAL_NANOPARTICLE"
"responsetotumornecrosisfactor","response to tumor necrosis factor","BP","GO:0034612","GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR"
"responsetotypeiinterferon","response to type I interferon","BP","GO:0034340","GO_RESPONSE_TO_TYPE_I_INTERFERON"
"responsetouv","response to UV","BP","GO:0009411","GO_RESPONSE_TO_UV"
"responsetouvb","response to UV-B","BP","GO:0010224","GO_RESPONSE_TO_UV_B"
"responsetouvc","response to UV-C","BP","GO:0010225","GO_RESPONSE_TO_UV_C"
"responsetovirus","response to virus","BP","GO:0009615","GO_RESPONSE_TO_VIRUS"
"responsetovitamin","response to vitamin","BP","GO:0033273","GO_RESPONSE_TO_VITAMIN"
"responsetovitamina","response to vitamin A","BP","GO:0033189","GO_RESPONSE_TO_VITAMIN_A"
"responsetovitamind","response to vitamin D","BP","GO:0033280","GO_RESPONSE_TO_VITAMIN_D"
"responsetovitamine","response to vitamin E","BP","GO:0033197","GO_RESPONSE_TO_VITAMIN_E"
"responsetowater","response to water","BP","GO:0009415","GO_RESPONSE_TO_WATER"
"responsetowaterdeprivation","response to water deprivation","BP","GO:0009414","GO_RESPONSE_TO_WATER_DEPRIVATION"
"responsetowounding","response to wounding","BP","GO:0009611","GO_RESPONSE_TO_WOUNDING"
"responsetoxenobioticstimulus","response to xenobiotic stimulus","BP","GO:0009410","GO_RESPONSE_TO_XENOBIOTIC_STIMULUS"
"responsetoxray","response to X-ray","BP","GO:0010165","GO_RESPONSE_TO_X_RAY"
"responsetoyeast","response to yeast","BP","GO:0001878","GO_RESPONSE_TO_YEAST"
"responsetozincion","response to zinc ion","BP","GO:0010043","GO_RESPONSE_TO_ZINC_ION"
"retinadevelopmentincameratypeeye","retina development in camera-type eye","BP","GO:0060041","GO_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE"
"retinahomeostasis","retina homeostasis","BP","GO:0001895","GO_RETINA_HOMEOSTASIS"
"retinalayerformation","retina layer formation","BP","GO:0010842","GO_RETINA_LAYER_FORMATION"
"retinalbinding","retinal binding","MF","GO:0016918","GO_RETINAL_BINDING"
"retinalganglioncellaxonguidance","retinal ganglion cell axon guidance","BP","GO:0031290","GO_RETINAL_GANGLION_CELL_AXON_GUIDANCE"
"retinalmetabolicprocess","retinal metabolic process","BP","GO:0042574","GO_RETINAL_METABOLIC_PROCESS"
"retinamorphogenesisincameratypeeye","retina morphogenesis in camera-type eye","BP","GO:0060042","GO_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE"
"retinavasculaturedevelopmentincameratypeeye","retina vasculature development in camera-type eye","BP","GO:0061298","GO_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE"
"retinoicacidbinding","retinoic acid binding","MF","GO:0001972","GO_RETINOIC_ACID_BINDING"
"retinoicacidmetabolicprocess","retinoic acid metabolic process","BP","GO:0042573","GO_RETINOIC_ACID_METABOLIC_PROCESS"
"retinoicacidreceptorbinding","retinoic acid receptor binding","MF","GO:0042974","GO_RETINOIC_ACID_RECEPTOR_BINDING"
"retinoicacidreceptorsignalingpathway","retinoic acid receptor signaling pathway","BP","GO:0048384","GO_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY"
"retinoidxreceptorbinding","retinoid X receptor binding","MF","GO:0046965","GO_RETINOID_X_RECEPTOR_BINDING"
"retinolbinding","retinol binding","MF","GO:0019841","GO_RETINOL_BINDING"
"retinoldehydrogenaseactivity","retinol dehydrogenase activity","MF","GO:0004745","GO_RETINOL_DEHYDROGENASE_ACTIVITY"
"retinolmetabolicprocess","retinol metabolic process","BP","GO:0042572","GO_RETINOL_METABOLIC_PROCESS"
"retrogradeproteintransportertocytosol","retrograde protein transport, ER to cytosol","BP","GO:0030970","GO_RETROGRADE_PROTEIN_TRANSPORT_ER_TO_CYTOSOL"
"retrogradetransportendosometogolgi","retrograde transport, endosome to Golgi","BP","GO:0042147","GO_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI"
"retrogradetransportendosometoplasmamembrane","retrograde transport, endosome to plasma membrane","BP","GO:1990126","GO_RETROGRADE_TRANSPORT_ENDOSOME_TO_PLASMA_MEMBRANE"
